domain,level,context,candidate,true_failure,true_cost,combined,uncertainty,violation_rate,rank_instability,regret_cvar,violation_tail
synthetic_separation,L0,0.0,0.0,0.0,0.8009137247812488,0.17062614789289016,0.13369606374908843,0.0,0.20628423116665387,0.2889654315530872,0.0
synthetic_separation,L0,0.0,1.0,1.0,0.4803638434403792,0.4049082454042435,0.054550007913800304,0.6,0.0,0.013755788140624307,0.9999999900000002
synthetic_separation,L0,0.0,2.0,0.0,0.5702340856320519,0.06478485523970305,0.07151097211024025,0.0,0.2526455541703163,0.09133126886544732,0.0
synthetic_separation,L0,0.0,3.0,1.0,0.48641955784878954,0.4076327698413431,0.0,1.0,0.0,0.00864379300200358,0.9999999900000002
synthetic_separation,L0,0.0,4.0,0.0,0.5139507715840352,0.01807435473707405,0.05689745708566663,0.0,0.20628423116665387,0.04554554098284874,0.0
synthetic_separation,L0,0.0,5.0,0.0,0.679720018033101,0.10372527230931987,0.09318002018168317,0.0,0.0,0.1814621001558516,0.0
synthetic_separation,L0,0.0,6.0,1.0,0.6317844711006034,0.6328215263292873,0.02192394249474667,1.0,0.9999999123292018,0.10100697009697826,0.9999999900000002
synthetic_separation,L0,0.0,7.0,1.0,0.47151657007348846,0.4225498755945928,0.028237868697668967,0.8,0.2526455541703163,0.00044712137948983466,0.9999999900000002
synthetic_separation,L0,0.0,8.0,1.0,1.0028312306459415,0.7088980632841754,0.4067112172922809,1.0,0.41256846233330774,0.376812120883733,0.9999999900000002
synthetic_separation,L0,0.0,9.0,1.0,1.2051044531245831,0.7779517374403432,0.6121677493252717,1.0,0.0,0.5378344933442879,0.9999999900000002
synthetic_separation,L0,0.0,10.0,0.0,0.46088387308888956,0.0,0.03952584888521294,0.0,0.2526455541703163,0.0,0.0
synthetic_separation,L0,0.0,11.0,0.0,0.554516456257269,0.027046261075928044,0.04621267502719287,0.0,0.2526455541703163,0.08286637790798711,0.0
synthetic_separation,L0,0.0,12.0,1.0,1.741759054069425,0.9999999957943654,0.999999894596789,1.0,0.0,0.9999999922360372,0.9999999900000002
synthetic_separation,L0,0.0,13.0,1.0,1.4983317496814579,0.921898420439477,0.8556458047099417,1.0,0.0,0.7916084826016669,0.9999999900000002
synthetic_separation,L0,0.0,14.0,0.0,0.5036034030237613,0.015794231791912264,0.05273038314501473,0.0,0.20628423116665387,0.03586672549103201,0.0
synthetic_separation,L0,0.0,15.0,0.0,0.6447751388960017,0.08449784049149543,0.08258582871953292,0.0,0.0,0.147889005015976,0.0
synthetic_separation,L0,0.0,16.0,0.0,0.5757178998789787,0.04961503853786905,0.06733727574759879,0.0,0.2526455541703163,0.09295645086551362,0.0
synthetic_separation,L0,0.0,17.0,0.0,0.7843057486545799,0.191024936314147,0.11237825885173591,0.0,0.20628423116665387,0.265526029112519,0.0
synthetic_separation,L0,1.0,0.0,0.0,5.59524697101914,0.9999999904477951,0.99999992631896,0.0,0.0,0.9999999966407749,0.0
synthetic_separation,L0,1.0,1.0,0.0,2.9088722505622093,0.006445463228625113,0.15781093629867518,0.0,0.0,0.20187097505311555,0.0
synthetic_separation,L0,1.0,2.0,0.0,3.785410849592461,0.3743422684507987,0.39832791479405544,0.0,0.0,0.48995488678146915,0.0
synthetic_separation,L0,1.0,3.0,0.0,2.7253514844675966,0.21563757235776979,0.10439539586659032,0.0,0.9999996529890735,0.1313400163388438,0.0
synthetic_separation,L0,1.0,4.0,0.0,3.435510879435726,0.1809971141892399,0.23516916753594258,0.0,0.0,0.3846053814909616,0.0
